,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
281,heishan,100,CN,1604595088,53,41.69,122.11,53.4,16.49
282,rincon,40,US,1604595088,60,32.3,-81.24,75.99,9.17
283,cap-chat,100,CA,1604595088,64,49.1,-66.68,39.2,3.36
284,ambulu,88,ID,1604595088,90,-8.35,113.61,77.67,2.86
285,siemiatycze,25,PL,1604595089,82,52.43,22.86,42.01,1.01
286,ginir,42,ET,1604595089,95,7.13,40.7,59.09,2.82
287,college,75,US,1604595089,69,64.86,-147.8,-8.0,3.36
288,corn island,100,NI,1604595089,84,12.17,-83.04,78.33,3.24
289,camaqua,40,BR,1604594846,64,-30.85,-51.81,70.25,12.59
290,saravan,90,AM,1604595089,87,39.72,45.65,57.2,4.7
291,vao,2,NC,1604595089,85,-22.67,167.48,73.69,5.84
292,lagoa,100,PT,1604595089,68,39.05,-27.98,61.39,19.33
293,goedereede,37,NL,1604594970,80,51.82,3.98,52.0,6.02
294,haines junction,64,CA,1604595090,77,60.75,-137.51,-2.2,4.7
295,jibuti,1,DJ,1604595090,61,11.5,42.5,82.4,5.82
296,upata,32,VE,1604595090,73,8.01,-62.4,83.46,2.86
297,boyolangu,100,ID,1604595090,87,-8.12,111.89,77.25,2.57
298,moron,0,AR,1604595090,38,-34.65,-58.62,73.4,12.75
299,riyadh,0,SA,1604594989,31,24.69,46.72,73.4,6.51
300,bonthe,70,SL,1604595091,70,7.53,-12.51,83.97,8.21
301,scarborough,10,GB,1604595053,89,54.28,-0.4,52.0,1.01
302,luena,38,AO,1604595096,71,-11.78,19.92,70.11,6.06
303,tilichiki,100,RU,1604595096,95,60.47,166.1,26.85,19.37
304,kalinovskaya,0,RU,1604595096,76,43.58,45.52,51.8,2.24
305,sanok,2,PL,1604595097,88,49.56,22.21,37.99,1.01
306,magallon cadre,22,PH,1604595097,85,10.29,123.09,74.48,1.7
307,mahwa,0,IN,1604595086,21,27.05,76.93,71.2,2.95
308,svetlyy,75,RU,1604595097,93,54.67,20.13,48.99,20.13
309,fortuna,90,US,1604595097,100,40.6,-124.16,53.6,3.36
310,bengkulu,100,ID,1604595098,87,-3.8,102.27,77.67,3.49
311,grindavik,75,IS,1604595098,70,63.84,-22.43,44.6,48.32
312,truckee,5,US,1604595075,63,39.33,-120.18,59.0,2.48
313,longyearbyen,40,SJ,1604595098,74,78.22,15.64,35.6,14.99
314,acapulco,40,MX,1604594707,42,16.86,-99.89,86.0,8.05
315,asau,98,RO,1604595098,93,46.43,26.4,46.0,2.57
316,vostok,86,RU,1604595099,96,46.49,135.88,22.08,5.14
317,salalah,0,OM,1604595099,57,17.02,54.09,78.8,1.12
318,winsum,93,NL,1604595099,81,53.33,6.52,51.01,6.93
319,taksimo,99,RU,1604595099,91,56.34,114.88,11.64,0.09
320,miles city,1,US,1604595099,61,46.41,-105.84,46.4,9.17
321,hamilton,1,US,1604595061,51,39.18,-84.53,64.0,8.05
322,acari,22,PE,1604595099,37,-15.43,-74.62,79.59,11.68
323,sulangan,3,PH,1604595100,76,11.14,123.72,82.53,6.64
324,callaway,40,US,1604595100,60,30.15,-85.57,75.99,9.17
325,mount gambier,90,AU,1604595100,87,-37.83,140.77,48.2,5.82
326,lexington,1,US,1604594818,51,37.99,-84.48,64.0,11.41
327,nuuk,90,GL,1604595100,92,64.18,-51.72,21.2,1.12
328,marsh harbour,65,BS,1604595100,73,26.54,-77.06,78.96,26.55
329,kimbe,100,PG,1604595100,91,-5.55,150.14,76.3,2.01
330,kununurra,37,AU,1604595101,74,-15.77,128.73,78.8,10.22
331,peniche,100,PT,1604595101,74,39.36,-9.38,64.0,5.99
332,nortelandia,16,BR,1604595101,22,-14.45,-56.8,101.01,1.39
333,la massana,0,AD,1604595101,71,42.57,1.48,55.4,2.24
334,buala,100,SB,1604595101,77,-8.14,159.59,80.28,1.14
335,pontal do parana,40,BR,1604595102,40,-25.65,-48.51,71.6,2.24
336,russkaya polyana,82,UA,1604595102,85,49.42,31.92,46.85,9.01
337,guia lopes da laguna,50,BR,1604595102,18,-21.46,-56.11,96.69,4.85
338,hrodna,75,BY,1604595102,81,53.69,23.83,42.8,11.18
339,chail,0,IN,1604595102,28,25.43,81.63,71.11,3.27
340,grand gaube,16,MU,1604595102,68,-20.01,57.66,73.99,5.99
341,bilibino,100,RU,1604595103,91,68.05,166.44,10.67,7.99
342,qasigiannguit,75,GL,1604595103,73,68.82,-51.19,19.4,13.87
343,hasaki,75,JP,1604595103,93,35.73,140.83,50.0,4.7
344,ulladulla,90,AU,1604595103,81,-35.35,150.47,55.0,14.99
345,niquero,100,CU,1604595103,75,20.04,-77.58,78.03,8.72
346,prince rupert,90,CA,1604595103,81,54.32,-130.32,46.4,16.11
347,atherton,100,GB,1604595103,89,53.52,-2.49,51.01,2.42
348,takoradi,100,GH,1604595104,82,4.88,-1.76,81.41,6.42
349,porto novo,40,BJ,1604594805,70,6.5,2.6,87.8,10.29
350,poum,39,NC,1604595104,80,-20.23,164.02,76.19,5.46
351,manthani,0,IN,1604595109,54,18.65,79.67,68.36,4.27
352,nerchinskiy zavod,92,RU,1604595109,96,51.31,119.61,15.87,1.39
353,barabinsk,95,RU,1604595109,94,55.36,78.36,33.24,7.43
354,ordzhonikidze,97,KZ,1604595110,71,52.44,61.74,45.75,10.65
355,clovis,1,US,1604595110,62,36.83,-119.7,59.0,3.36
356,caravelas,100,BR,1604595110,95,-17.71,-39.25,72.61,4.18
357,norman wells,75,CA,1604595110,76,65.28,-126.83,-5.8,3.36
358,kaeo,52,NZ,1604595110,94,-35.1,173.78,63.0,1.99
359,savelugu,73,GH,1604595111,35,9.62,-0.83,93.2,2.93
360,hit,1,IQ,1604595111,59,33.64,42.83,67.73,3.94
361,suntar,76,RU,1604595111,95,62.14,117.63,4.51,3.27
362,goderich,96,CA,1604595036,66,43.75,-81.72,55.4,14.99
363,champerico,75,GT,1604595111,88,14.3,-91.92,78.8,13.0
364,cobourg,7,DE,1604595111,74,50.27,10.97,43.0,1.01
365,wlodawa,0,PL,1604595112,87,51.55,23.55,42.01,8.68
366,saint-pierre,11,RE,1604595112,69,-21.34,55.48,73.4,13.87
367,klaksvik,91,FO,1604595112,100,62.23,-6.59,50.0,17.22
368,banikoara,66,BJ,1604595112,23,11.3,2.44,90.79,5.46
369,porto murtinho,0,BR,1604595112,11,-21.7,-57.88,105.06,2.8
370,gavirate,0,IT,1604595112,75,45.84,8.72,59.0,5.01
371,herent,0,BE,1604595113,70,50.91,4.67,46.4,2.24
372,alta floresta,37,BR,1604595067,27,-9.88,-56.09,99.07,4.83
373,moroni,56,KM,1604595113,73,-11.7,43.26,77.2,1.36
374,doha,0,QA,1604594993,61,25.29,51.53,82.0,5.82
375,nanortalik,74,GL,1604595113,91,60.14,-45.24,29.32,40.26
376,marshfield,1,US,1604595113,44,44.67,-90.17,62.01,12.75
377,sijunjung,100,ID,1604595114,92,-0.69,100.95,73.24,0.29
378,fort nelson,90,CA,1604595114,84,58.81,-122.7,8.6,6.93
379,urumqi,0,CN,1604595114,47,43.8,87.6,37.4,4.47
380,kilifarevo,90,BG,1604595114,76,42.98,25.63,51.8,5.82
381,miguel hidalgo,5,MX,1604595114,47,19.42,-99.2,57.2,5.17
382,chapais,1,CA,1604595114,87,49.78,-74.85,42.8,11.41
383,ishigaki,100,JP,1604595114,88,24.34,124.16,79.54,23.0
384,oudtshoorn,20,ZA,1604595115,83,-33.59,22.2,69.8,3.36
385,puerto madryn,7,AR,1604595115,23,-42.77,-65.04,70.63,18.66
386,jinchang,0,CN,1604595115,68,38.5,102.17,36.88,10.18
387,vardo,75,NO,1604595115,93,70.37,31.11,35.6,8.05
388,vaitape,22,PF,1604595115,77,-16.52,-151.75,80.69,17.2
389,alofi,24,NU,1604595116,94,-19.06,-169.92,71.6,10.29
390,tabas,0,IR,1604595116,16,33.6,56.92,66.2,4.7
391,kardailovo,100,RU,1604595116,50,51.54,53.9,51.33,7.31
392,rockhampton,1,AU,1604595117,83,-23.38,150.5,71.6,5.82
393,grants,0,US,1604595117,32,35.15,-107.85,61.25,4.9
394,ribeira grande,40,PT,1604595003,63,38.52,-28.7,64.4,11.41
395,ilhabela,100,BR,1604595117,86,-23.78,-45.36,64.71,1.1
396,karakol,24,KG,1604595117,65,42.49,78.39,35.13,3.85
397,hobyo,29,SO,1604595118,79,5.35,48.53,80.22,11.59
398,puri,0,IN,1604595118,83,19.8,85.85,75.2,4.7
399,ibra,0,OM,1604595118,40,22.69,58.53,64.81,3.67
400,faya,20,SA,1604595118,82,18.39,42.45,64.4,6.93
401,te anau,100,NZ,1604595123,91,-45.42,167.72,45.77,4.59
402,amga,100,RU,1604595123,93,60.9,131.96,3.56,4.07
403,naliya,0,IN,1604595123,64,23.27,68.83,78.76,5.12
404,lompoc,1,US,1604595123,62,34.64,-120.46,64.4,9.17
405,sept-iles,100,CA,1604594827,80,50.2,-66.38,34.0,4.7
406,gorontalo,49,ID,1604595124,88,0.54,123.06,75.97,2.55
407,petatlan,5,MX,1604595124,66,17.52,-101.27,86.0,3.2
408,ketchikan,90,US,1604595124,93,55.34,-131.65,42.8,11.41
409,koutsouras,33,GR,1604595124,61,35.03,25.95,66.99,20.0
410,ayacucho,40,PE,1604595124,27,-13.16,-74.22,73.4,2.24
411,korla,0,CN,1604595124,67,41.76,86.15,37.49,0.2
412,port hedland,0,AU,1604595124,61,-20.32,118.57,82.4,13.87
413,harer,24,ET,1604595124,32,9.31,42.13,61.56,4.74
414,ampanihy,62,MG,1604595125,72,-24.7,44.75,72.66,9.01
415,candelaria,60,PH,1604595125,95,13.93,121.42,75.99,2.82
416,baoqing,20,CN,1604595125,94,46.33,132.21,29.32,4.0
417,katherine,50,AU,1604595125,55,-14.47,132.27,87.8,8.05
418,raga,96,SS,1604595125,42,8.46,25.68,80.33,3.2
419,edgewater,75,US,1604595125,69,28.99,-80.9,80.6,13.87
420,tateyama,75,JP,1604595125,62,34.98,139.87,59.0,8.05
421,vadso,40,NO,1604595125,93,70.07,29.75,33.8,6.93
422,santa cruz,0,BO,1604595126,14,-17.8,-63.17,101.25,8.21
423,husavik,40,IS,1604595126,46,66.04,-17.34,53.6,35.57
424,santa ana,75,US,1604594833,72,33.75,-117.87,82.99,5.66
425,fairbanks,75,US,1604595085,76,64.84,-147.72,-8.0,4.16
426,kalmunai,3,LK,1604595126,74,7.42,81.82,81.19,5.39
427,axim,100,GH,1604595126,81,4.87,-2.24,81.48,7.14
428,morant bay,20,JM,1604595126,65,17.88,-76.41,82.4,5.82
429,altamira,75,BR,1604595105,79,-3.2,-52.21,84.2,5.82
430,luba,20,GQ,1604595126,79,3.46,8.55,84.2,6.93
431,talnakh,0,RU,1604595127,91,69.49,88.4,-0.4,4.47
432,kerman,0,IR,1604595127,16,30.28,57.08,57.2,4.7
433,leshukonskoye,98,RU,1604595127,88,64.9,45.76,36.75,8.97
434,maldonado,75,UY,1604595127,56,-34.67,-54.92,73.4,9.17
435,rocha,66,UY,1604595127,60,-34.48,-54.33,70.3,10.96
436,itanagar,0,IN,1604595127,71,27.1,93.62,63.45,3.87
437,mandan,1,US,1604594930,62,46.83,-100.89,55.4,11.41
438,namibe,0,AO,1604595006,63,-15.2,12.15,71.91,10.49
439,avera,1,US,1604595127,49,33.19,-82.53,73.4,8.05
440,peshkopi,0,AL,1604595128,88,41.69,20.43,62.6,3.36
441,kandla,0,IN,1604595128,44,23.03,70.22,82.33,7.34
442,kidodi,12,TZ,1604595128,54,-7.6,37.0,77.95,3.2
443,sheridan,1,US,1604595128,36,44.83,-106.92,64.99,3.36
444,kilosa,65,TZ,1604595128,67,-6.83,36.98,75.43,3.6
445,codrington,100,AU,1604595128,71,-38.27,141.97,50.72,7.11
446,guymon,1,US,1604594999,29,36.68,-101.48,66.2,13.87
447,lithakia,40,GR,1604595128,72,37.72,20.83,68.0,4.7
448,adra,0,ES,1604595129,56,36.75,-3.02,71.6,10.29
449,karratha,0,AU,1604595129,29,-20.74,116.85,79.03,13.2
450,derzhavinsk,85,KZ,1604595129,68,51.1,66.32,39.24,11.77
451,varhaug,100,NO,1604595134,99,58.61,5.65,50.0,11.01
452,dryden,40,CA,1604595134,93,49.78,-92.75,35.6,4.7
453,zhuhai,0,CN,1604595134,78,22.28,113.57,73.99,11.41
454,ust-maya,100,RU,1604595135,94,60.42,134.53,3.33,3.78
455,sabang,98,ID,1604595135,80,5.89,95.32,81.93,11.01
456,sinazongwe,32,ZM,1604595135,47,-17.26,27.46,85.77,7.02
457,guanajuato,20,MX,1604595076,44,21.02,-101.26,57.2,5.82
458,yuanping,85,CN,1604595135,46,38.72,112.76,47.48,11.95
459,usinsk,100,RU,1604595135,97,65.99,57.53,34.34,13.8
460,flin flon,90,CA,1604595135,85,54.77,-101.86,15.8,10.29
461,marrakesh,40,MA,1604594887,53,31.63,-8.01,71.6,5.82
462,sena madureira,97,BR,1604595136,27,-9.07,-68.66,101.23,3.09
463,nelson bay,75,AU,1604594839,93,-32.72,152.15,59.0,14.99
464,sur,0,OM,1604595136,55,22.57,59.53,74.44,6.55
465,marawi,100,PH,1604595136,95,8.0,124.29,75.0,4.0
466,merchweiler,0,DE,1604595136,70,49.35,7.05,45.0,10.29
467,asuncion,0,PY,1604595056,15,-25.3,-57.64,87.8,5.82
468,timmendorfer strand,75,DE,1604594990,81,54.0,10.78,50.0,11.41
469,aberdeen,8,GB,1604594867,87,57.14,-2.1,53.6,3.36
470,keetmanshoop,58,NA,1604595137,15,-26.58,18.13,86.0,18.34
471,bayan,14,CN,1604595137,89,46.08,127.4,29.1,7.29
472,klaeng,90,TH,1604595137,79,12.78,101.65,81.0,3.49
473,clarksburg,1,US,1604595034,42,39.28,-80.34,64.99,9.17
474,cayenne,100,GF,1604595137,94,4.93,-52.33,80.6,4.7
475,dingle,0,PH,1604595137,90,11.0,122.67,74.66,3.71
476,verkhnyaya inta,100,RU,1604595138,93,65.98,60.31,33.66,9.44
477,san lazaro,90,BZ,1604595138,94,18.04,-88.66,77.0,9.17
478,quesnel,1,CA,1604595063,68,53.0,-122.5,33.8,2.24
479,general roca,0,AR,1604595138,26,-39.03,-67.58,69.8,9.17
480,palmer,20,US,1604595138,55,42.16,-72.33,66.99,11.41
481,terrasini,0,IT,1604595138,77,38.15,13.08,66.99,16.11
482,umm kaddadah,99,SD,1604595138,18,13.6,26.69,83.66,12.82
483,pochutla,90,MX,1604595139,62,15.74,-96.47,86.0,2.8
484,zeya,66,RU,1604595139,96,53.75,127.27,18.19,0.69
485,pointe michel,40,DM,1604595139,70,15.25,-61.38,86.0,5.82
486,kuryk,95,KZ,1604595139,34,43.2,51.65,57.24,14.12
487,srednekolymsk,100,RU,1604595139,97,67.45,153.68,19.53,21.74
488,charters towers,7,AU,1604595139,62,-20.1,146.27,72.5,7.7
489,capanema,81,BR,1604595140,54,-1.2,-47.18,90.16,8.28
490,robertsport,31,LR,1604595140,72,6.75,-11.37,82.9,7.74
491,half moon bay,1,US,1604594850,82,37.46,-122.43,66.99,3.36
492,basoko,100,CD,1604595140,90,1.24,23.62,75.02,5.28
493,tezu,0,IN,1604595140,57,27.92,96.17,67.14,3.53
494,eslamshahr,0,IR,1604595140,27,35.56,51.23,62.6,4.7
495,kugulta,0,RU,1604595140,81,45.36,42.39,44.6,4.47
496,menongue,49,AO,1604595141,37,-14.66,17.69,77.56,4.81
497,norrtalje,81,SE,1604594995,82,59.76,18.7,53.01,14.0
498,kochubey,35,RU,1604595141,80,44.39,46.58,54.07,3.91
499,cap malheureux,17,MU,1604595141,68,-19.98,57.61,73.99,5.99
500,mehamn,90,NO,1604595141,93,71.04,27.85,35.6,2.24
501,hirara,90,JP,1604595146,90,24.8,125.28,79.09,20.38
502,kirakira,99,SB,1604595146,78,-10.45,161.92,78.78,4.29
503,takab,85,IR,1604594937,54,36.4,47.11,51.58,6.4
504,turayf,40,SA,1604595147,82,31.67,38.66,60.8,9.17
505,wenling,67,CN,1604595147,86,28.37,121.36,66.0,7.11
506,bereda,99,ES,1604595147,75,43.27,-7.54,53.01,4.0
507,poshekhonye,98,RU,1604595147,81,58.5,39.14,42.31,17.4
508,brownsville,75,US,1604595147,51,25.9,-97.5,80.6,4.7
509,bambanglipuro,100,ID,1604595147,88,-7.95,110.28,78.57,6.04
510,raudeberg,75,NO,1604595148,93,61.99,5.14,51.8,20.8
511,borovskoy,49,KZ,1604595148,83,53.8,64.15,39.51,9.17
512,mwanza,53,TZ,1604595148,66,-2.52,32.9,77.31,8.59
513,tecoanapa,85,MX,1604595148,43,16.52,-98.75,86.25,3.98
514,hualmay,40,PE,1604595148,64,-11.1,-77.61,69.33,11.45
515,udachnyy,90,RU,1604595148,91,66.42,112.4,-5.8,4.47
516,shar,45,KZ,1604595149,72,49.59,81.05,34.86,7.11
517,xichang,19,CN,1604595149,76,27.9,102.26,57.58,1.66
518,santa rosa,40,PH,1604595120,88,14.31,121.11,80.6,3.36
519,visnes,90,NO,1604595149,100,59.36,5.22,52.0,25.28
520,mitu,76,CO,1604595150,60,1.2,-70.17,87.4,3.96
521,orlik,100,RU,1604595150,89,52.52,99.83,18.95,9.82
522,sochi,90,RU,1604595150,93,43.6,39.73,60.8,1.88
523,along,11,IN,1604595150,84,28.17,94.77,58.71,1.9
524,lubango,28,AO,1604595150,49,-14.92,13.49,69.03,7.34
525,freudenstadt,41,DE,1604595151,95,48.43,8.42,50.0,6.26
526,saint anthony,1,US,1604595151,44,45.02,-93.22,60.01,4.7
527,ayan,2,RU,1604595151,84,56.45,138.17,19.53,18.68
528,metro,100,ID,1604595151,85,-5.11,105.31,75.9,3.89
529,port hardy,75,CA,1604594998,93,50.7,-127.42,44.6,3.36
530,sarahan,3,IN,1604595151,58,31.52,77.8,43.02,4.09
531,sayat,0,TM,1604595151,42,38.78,63.88,48.2,2.71
532,winnemucca,1,US,1604594968,26,40.97,-117.74,42.8,2.21
533,vila franca do campo,40,PT,1604595152,63,37.72,-25.43,63.0,13.87
534,kaliua,89,TZ,1604595152,38,-5.06,31.79,81.52,1.25
535,saint-joseph,29,RE,1604595152,69,-21.37,55.62,73.4,13.87
536,ammon,1,US,1604594895,55,43.47,-111.97,52.0,2.44
537,tulum,99,MX,1604595152,87,20.22,-87.47,82.99,5.01
538,waddan,33,LY,1604595152,39,29.16,16.14,70.2,11.61
539,manono,98,CD,1604595152,64,-7.3,27.42,79.79,4.0
540,obo,60,CF,1604595153,89,5.4,26.49,72.97,2.3
541,orange walk,90,BZ,1604595153,94,17.83,-88.83,77.0,85.23
542,iqaluit,90,CA,1604594998,66,63.75,-68.51,15.8,12.75
543,boca do acre,99,BR,1604595068,29,-8.75,-67.4,101.71,3.76
544,saint-augustin,100,CA,1604595153,77,51.23,-58.65,36.52,19.04
545,agadir,0,MA,1604595153,53,30.42,-9.6,71.6,14.99
546,kuusamo,75,FI,1604595154,79,65.97,29.18,37.4,13.87
547,rabo de peixe,40,PT,1604595154,63,37.8,-25.58,63.0,13.87
548,mapiripan,78,CO,1604595154,61,2.89,-72.13,87.31,3.22
549,am timan,78,TD,1604595154,24,11.03,20.28,85.71,4.09
550,galesong,83,ID,1604595154,76,-5.32,119.37,81.72,6.02
551,disna,100,BY,1604595159,79,55.57,28.2,46.18,17.25
552,bacolod,3,PH,1604595159,83,10.67,122.95,76.48,2.71
553,kang,0,BW,1604595160,17,-23.68,22.79,83.75,7.31
554,naftalan,90,AZ,1604595160,82,40.51,46.83,62.6,2.24
555,isangel,0,VU,1604595160,82,-19.55,169.27,75.97,4.34
556,ancud,40,CL,1604595160,66,-41.87,-73.82,60.01,13.87
557,loughrea,75,IE,1604595160,81,53.2,-8.57,50.0,1.12
558,zyryanka,100,RU,1604595161,91,65.75,150.85,-1.28,27.04
559,tchaourou,20,BJ,1604595161,42,8.89,2.6,87.53,2.53
560,gucheng,69,CN,1604595161,67,35.91,111.32,52.0,2.71
561,athens,40,GR,1604595048,55,37.98,23.72,64.4,6.93
562,belmonte,75,BR,1604595127,83,-15.86,-38.88,73.4,5.82
563,nome,90,US,1604595161,92,64.5,-165.41,32.0,43.62
564,banjarmasin,91,ID,1604595161,92,-3.32,114.59,76.5,5.91
